INPUT	FOUND_BY	DTXSID	PREFERRED_NAME	SMILES	QSAR_READY_SMILES
58327-21-2	CAS-RN	DTXSID90973890	3,3,5-Trimethylcyclohexyl 2-(4-chlorophenoxy)-3-methylbutanoate	CC(C)C(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1	CC(C)C(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1
58327-22-3	CAS-RN	DTXSID50973891	3,3,5-Trimethylcyclohexyl 2-(4-chlorophenoxy)-2-methylbutanoate	CCC(C)(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1	CCC(C)(OC1=CC=C(Cl)C=C1)C(=O)OC1CC(C)CC(C)(C)C1
58327-23-4	CAS-RN	DTXSID10973892	3,3,5-Trimethylcyclohexyl 2-methyl-2-[3-(trifluoromethyl)phenoxy]propanoate	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=CC(=C1)C(F)(F)F	CC1CC(CC(C)(C)C1)OC(=O)C(C)(C)OC1=CC=CC(=C1)C(F)(F)F
58338-59-3	CAS-RN	DTXSID3046114	Dianiline	NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N	NC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1N
5834-96-8	CAS-RN	DTXSID8041616	Azothoate	COP(=S)(OC)OC1=CC=C(C=C1)\N=N\C1=CC=C(Cl)C=C1	COP(=S)(OC)OC1=CC=C(C=C1)N=NC1=CC=C(Cl)C=C1
5834-97-9	NO_MATCH	-	-	-	-
58348-97-3	CAS-RN	DTXSID20207074	4H-1-Benzopyran-8-carboxylic acid, 3-methyl-4-oxo-2-phenyl-, sodium salt	[Na+].CC1=C(OC2=C(C=CC=C2C([O-])=O)C1=O)C1=CC=CC=C1	CC1=C(OC2=C(C=CC=C2C(O)=O)C1=O)C1=CC=CC=C1
5836-04-4	CAS-RN	DTXSID40973921	5,6,7,8,9,9-Hexachloro-1,4,4a,5,8,8a-hexahydro-1,4-epoxy-5,8-methanonaphthalene	ClC1=C(Cl)C2(Cl)C3C4OC(C=C4)C3C1(Cl)C2(Cl)Cl	ClC1=C(Cl)C2(Cl)C3C4OC(C=C4)C3C1(Cl)C2(Cl)Cl
5836-10-2	CAS-RN	DTXSID5041778	Chloropropylate	CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1	CC(C)OC(=O)C(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1
5836-23-7	CAS-RN	DTXSID7042439	Tecoram	CN(C)C(=S)SSC(=S)NCCNC(=S)SSC(=S)N(C)C	CN(C)C(=S)SSC(=S)NCCNC(=S)SSC(=S)N(C)C
5836-29-3	CAS-RN	DTXSID8041799	Coumatetralyl	OC1=C(C2CCCC3=C2C=CC=C3)C(=O)OC2=C1C=CC=C2	O=C1OC2=C(C=CC=C2)C(=O)C1C1CCCC2=C1C=CC=C2
5836-73-7	CAS-RN	DTXSID6058136	Promurit	SC(=N)NN=NC1=CC(Cl)=C(Cl)C=C1	SC(=N)NN=NC1=CC(Cl)=C(Cl)C=C1
5837-63-8	CAS-RN	DTXSID70207089	Maleic anhydride, dihydroxy-, dipropionate	CCC(=O)OC1=C(OC(=O)CC)C(=O)OC1=O	CCC(=O)OC1=C(OC(=O)CC)C(=O)OC1=O
5837-67-2	CAS-RN	DTXSID80207090	Maleic anhydride, dihydroxy-, bis(hydrocinnamate)	O=C(CCC1=CC=CC=C1)OC1=C(OC(=O)CCC2=CC=CC=C2)C(=O)OC1=O	O=C(CCC1=CC=CC=C1)OC1=C(OC(=O)CCC2=CC=CC=C2)C(=O)OC1=O
5837-68-3	CAS-RN	DTXSID40207091	Maleic anhydride, dihydroxy-, bis(3-chloropropionate)	ClCCC(=O)OC1=C(OC(=O)CCCl)C(=O)OC1=O	ClCCC(=O)OC1=C(OC(=O)CCCl)C(=O)OC1=O
5837-78-5	CAS-RN	DTXSID8047688	Ethyl tiglate	CCOC(=O)C(\C)=C\C	CCOC(=O)C(C)=CC
584-02-1	CAS-RN	DTXSID8060400	3-Pentanol	CCC(O)CC	CCC(O)CC
584-03-2	CAS-RN	DTXSID6040375	1,2-Butanediol	CCC(O)CO	CCC(O)CO
584-08-7	CAS-RN	DTXSID2036245	Potassium carbonate	[K+].[K+].[O-]C([O-])=O	OC(O)=O
584-13-4	CAS-RN	DTXSID9033058	4-Amino-1,2,4-triazole	NN1C=NN=C1	NN1C=NN=C1
584-79-2	CAS-RN	DTXSID8035180	Allethrin	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C	CC(C)=CC1C(C(=O)OC2CC(=O)C(CC=C)=C2C)C1(C)C
584-84-9	CAS-RN	DTXSID7026156	Toluene 2,4-diisocyanate	CC1=CC=C(C=C1N=C=O)N=C=O	CC1=CC=C(C=C1N=C=O)N=C=O
5840-95-9	CAS-RN	DTXSID8041953	Ethyl 3-methyoxy-2-oxa-4-thia-7-aza-3-phosphaoctan-8-oate 3-sulfide	CCOC(=O)NCCSP(=S)(OC)OC	CCOC(=O)NCCSP(=S)(OC)OC
58416-00-5	CAS-RN	DTXSID70207120	Protiofate	CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC	CCCOC(=O)C1=C(O)C(O)=C(S1)C(=O)OCCC
58430-94-7	CAS-RN	DTXSID0041270	3,5,5-Trimethylhexyl acetate	CC(CCOC(C)=O)CC(C)(C)C	CC(CCOC(C)=O)CC(C)(C)C
58458-52-9	NO_MATCH	-	-	-	-
58458-54-1	NO_MATCH	-	-	-	-
58458-55-2	NO_MATCH	-	-	-	-
58458-56-3	NO_MATCH	-	-	-	-
58473-74-8	CAS-RN	DTXSID7046417	Cinromide	CCNC(=O)\C=C\C1=CC=CC(Br)=C1	CCNC(=O)C=CC1=CC=CC(Br)=C1
585-86-4	CAS-RN	DTXSID9044247	Lactitol	-	-
5850-39-5	CAS-RN	DTXSID00889493	C.I. Acid Green 20	[Na+].[Na+].NC1=CC=C(C=C1)N=NC1=C(N)C2=C(O)C(N=NC3=CC=CC=C3)=C(C=C2C=C1S([O-])(=O)=O)S([O-])(=O)=O	NC1=CC=C(C=C1)N=NC1=C(C=C2C=C(C(N=NC3=CC=CC=C3)=C(O)C2=C1N)S(O)(=O)=O)S(O)(=O)=O
58513-59-0	Deleted CAS-RN	DTXSID30109999	Thiothixene hydrochloride	Cl.Cl.CN(C)S(=O)(=O)C1=CC2=C(SC3=C(C=CC=C3)\C2=C\CCN2CCN(C)CC2)C=C1	CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3C2=CCCN2CCN(C)CC2)C=C1
58567-11-6	CAS-RN	DTXSID1052248	(Ethoxymethoxy)cyclododecane	CCOCOC1CCCCCCCCCCC1	CCOCOC1CCCCCCCCCCC1
58579-51-4	CAS-RN	DTXSID0046725	Anagrelide hydrochloride	Cl.OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl	OC1=CN2CC3=C(NC2=N1)C=CC(Cl)=C3Cl
5858-81-1	CAS-RN	DTXSID6064038	FD&C Red No. 6	[Na+].[Na+].CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC=C3)C([O-])=O)C(=C1)S([O-])(=O)=O	CC1=CC=C(N=NC2=C(O)C(=CC3=C2C=CC=C3)C(O)=O)C(=C1)S(O)(=O)=O
58581-89-8	CAS-RN	DTXSID6022638	Azelastine	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O	CN1CCCC(CC1)N1N=C(CC2=CC=C(Cl)C=C2)C2=CC=CC=C2C1=O
586-06-1	CAS-RN	DTXSID8048529	Metaproterenol	CC(C)NCC(O)C1=CC(O)=CC(O)=C1	CC(C)NCC(O)C1=CC(O)=CC(O)=C1
586-62-9	CAS-RN	DTXSID0027222	Terpinolene	CC(C)=C1CCC(C)=CC1	CC(C)=C1CCC(C)=CC1
5863-35-4	NO_MATCH	-	-	-	-
58652-20-3	CAS-RN	DTXSID90207349	Nomegestrol acetate	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O	CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC12C)C(C)=O
587-98-4	CAS-RN	DTXSID5041722	C.I. Acid Yellow 36, monosodium salt	[Na+].[O-]S(=O)(=O)C1=CC=CC(=C1)\N=N\C1=CC=C(NC2=CC=CC=C2)C=C1	OS(=O)(=O)C1=CC(=CC=C1)N=NC1=CC=C(NC2=CC=CC=C2)C=C1
5870-29-1	CAS-RN	DTXSID9045390	Cyclopentolate hydrochloride	Cl.CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1	CN(C)CCOC(=O)C(C1=CC=CC=C1)C1(O)CCCC1
58712-69-9	CAS-RN	DTXSID50207421	Traxanox	ClC1=CC(=CC2=C1OC1=C(C=CC=N1)C2=O)C1=NNN=N1	ClC1=CC(=CC2=C1OC1=C(C=CC=N1)C2=O)C1=NNN=N1
58743-77-4	CAS-RN	DTXSID2069286	[1,1'-Biphenyl]-4-carbonitrile, 4'-methoxy-	COC1=CC=C(C=C1)C1=CC=C(C=C1)C#N	COC1=CC=C(C=C1)C1=CC=C(C=C1)C#N
58769-20-3	CAS-RN	DTXSID5042083	Kadethrin	CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1	CC1(C)C(C=C2CCSC2=O)C1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1
58774-82-6	CAS-RN	DTXSID60974293	1,1'-(Ethane-1,2-diyldiazanediyl)bis[3-(2-ethoxyphenoxy)propan-2-ol]	CCOC1=CC=CC=C1OCC(O)CNCCNCC(O)COC1=CC=CC=C1OCC	CCOC1=CC=CC=C1OCC(O)CNCCNCC(O)COC1=CC=CC=C1OCC
588-53-4	NO_MATCH	-	-	-	-
58810-48-3	CAS-RN	DTXSID6058138	Ofurace	CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl	CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl
5882-48-4	CAS-RN	DTXSID00207552	4-Dimethylaminophenol hydrochloride	Cl.CN(C)C1=CC=C(O)C=C1	CN(C)C1=CC=C(O)C=C1
58861-48-6	CAS-RN	DTXSID60619591	2-(4-Fluorophenyl)thiophene	FC1=CC=C(C=C1)C1=CC=CS1	FC1=CC=C(C=C1)C1=CC=CS1
5888-33-5	CAS-RN	DTXSID5052250	Isobornyl acrylate	CC1(C)[C@H]2CC[C@]1(C)[C@H](C2)OC(=O)C=C	[H]C12CCC(C)(C(C1)OC(=O)C=C)C2(C)C
5888-87-9	CAS-RN	DTXSID9064051	1H-Azepine-1-carboxamide, N,N'-1,6-hexanediylbis[hexahydro-2-oxo-	O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O	O=C(NCCCCCCNC(=O)N1CCCCCC1=O)N1CCCCCC1=O
58890-25-8	CAS-RN	DTXSID90326423	ST50987637	O=C(NC1CCCCC1)NC1=CC=C(CC2=CC=C(NC(=O)NC3CCCCC3)C=C2)C=C1	O=C(NC1CCCCC1)NC1=CC=C(CC2=CC=C(NC(=O)NC3CCCCC3)C=C2)C=C1
589-18-4	CAS-RN	DTXSID5025574	4-Methylbenzyl alcohol	CC1=CC=C(CO)C=C1	CC1=CC=C(CO)C=C1
589-32-2	CAS-RN	DTXSID40207632	Tetraethylcystamine	CCN(CC)CCSSCCN(CC)CC	CCN(CC)CCSSCCN(CC)CC
589-59-3	CAS-RN	DTXSID5060431	Butanoic acid, 3-methyl-, 2-methylpropyl ester	CC(C)COC(=O)CC(C)C	CC(C)COC(=O)CC(C)C
589-82-2	CAS-RN	DTXSID50862251	3-Heptanol	CCCCC(O)CC	CCCCC(O)CC
589-92-4	CAS-RN	DTXSID5060435	Cyclohexanone, 4-methyl-	CC1CCC(=O)CC1	CC1CCC(=O)CC1
589-93-5	CAS-RN	DTXSID0060436	2,5-Dimethylpyridine	CC1=CC=C(C)N=C1	CC1=CC=C(C)N=C1
589-98-0	CAS-RN	DTXSID10862252	3-octanol	CCCCCC(O)CC	CCCCCC(O)CC
58902-64-0	CAS-RN	DTXSID70207645	3,5-Pyrazolidinedione, 4-butyl-1,2-diphenyl-4-(2-(4-pyridyl)ethyl)-	CCCCC1(CCC2=CC=CC=N2)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1	CCCCC1(CCC2=CC=CC=N2)C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1
5892-41-1	CAS-RN	DTXSID70974421	3-Methylbutyl {[2-(diethylamino)ethyl]amino}(phenyl)acetate--hydrogen chloride (1/2)	Cl.Cl.CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1	CCN(CC)CCNC(C(=O)OCCC(C)C)C1=CC=CC=C1
58934-46-6	CAS-RN	DTXSID00974434	N-(4-Chlorophenyl)-2-phenyl-N-[1-(propan-2-yl)piperidin-4-yl]acetamide--hydrogen chloride (1/1)	Cl.CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1	CC(C)N1CCC(CC1)N(C(=O)CC1=CC=CC=C1)C1=CC=C(Cl)C=C1
5894-60-0	CAS-RN	DTXSID10884196	Silane, trichlorohexadecyl-	CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl	CCCCCCCCCCCCCCCC[Si](Cl)(Cl)Cl
5894-79-1	CAS-RN	DTXSID70884197	Benzeneacetic acid, .alpha.-formyl-, methyl ester	COC(=O)C(C=O)C1=CC=CC=C1	COC(=O)C(C=O)C1=CC=CC=C1
58955-81-0	CAS-RN	DTXSID00207693	6H-1,3,5-Oxathiazine, 4-(4-chlorophenyl)-	ClC1=CC=C(C=C1)C1=NCOCS1	ClC1=CC=C(C=C1)C1=NCOCS1
58955-82-1	CAS-RN	DTXSID60207694	6H-1,3,5-Oxathiazine, 4-(4-methylphenyl)-	CC1=CC=C(C=C1)C1=NCOCS1	CC1=CC=C(C=C1)C1=NCOCS1
58955-83-2	CAS-RN	DTXSID20974451	4-(4-Methoxyphenyl)-2H,6H-1,3,5-oxathiazine	COC1=CC=C(C=C1)C1=NCOCS1	COC1=CC=C(C=C1)C1=NCOCS1
58955-84-3	CAS-RN	DTXSID20207695	6H-1,3,5-Oxathiazine, 4-phenyl-	C1OCN=C(S1)C1=CC=CC=C1	C1OCN=C(S1)C1=CC=CC=C1
58955-85-4	CAS-RN	DTXSID80974452	2-Methyl-4-phenyl-2H,6H-1,3,5-oxathiazine	CC1OCN=C(S1)C1=CC=CC=C1	CC1OCN=C(S1)C1=CC=CC=C1
58994-96-0	CAS-RN	DTXSID501015584	Ranimustine	CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O	COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O
58995-43-0	CAS-RN	DTXSID70974481	O-Ethyl O-quinolin-6-yl methylphosphonothioate	CCOP(C)(=S)OC1=CC=C2N=CC=CC2=C1	CCOP(C)(=S)OC1=CC=C2N=CC=CC2=C1
58995-44-1	CAS-RN	DTXSID50207724	Phosphorodithioic acid, O,O-dimethyl ester, S-ester with N-(mercaptomethyl)succinimide	COP(=S)(OC)SCN1C(=O)CCC1=O	COP(=S)(OC)SCN1C(=O)CCC1=O
59-01-8	CAS-RN	DTXSID3023184	Kanamycin A	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O
59-02-9	CAS-RN	DTXSID0026339	alpha-Vitamin E	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C	CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C
59-05-2	CAS-RN	DTXSID4020822	Methotrexate	CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O
59-14-3	CAS-RN	DTXSID7033105	5-Bromo-2'-deoxyuridine	OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(Br)C(=O)NC1=O	OCC1OC(CC1O)N1C=C(Br)C(=O)NC1=O
59-32-5	CAS-RN	DTXSID50207729	Chloropyramine [INN:BAN:DCF]	CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1	CN(C)CCN(CC1=CC=C(Cl)C=C1)C1=CC=CC=N1
59-33-6	CAS-RN	DTXSID4021216	Pyrilamine maleate	OC(=O)\C=C/C(O)=O.COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1	COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1
59-40-5	CAS-RN	DTXSID8042424	Sulfaquinoxaline	NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1	NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1
59-42-7	CAS-RN	DTXSID9023465	Phenylephrine	CNC[C@H](O)C1=CC=CC(O)=C1	CNCC(O)C1=CC(O)=CC=C1
59-47-2	CAS-RN	DTXSID4023254	Mephenesin	CC1=CC=CC=C1OCC(O)CO	CC1=CC=CC=C1OCC(O)CO
59-49-4	CAS-RN	DTXSID9049324	2-Benzoxazolinone	O=C1NC2=C(O1)C=CC=C2	O=C1NC2=C(O1)C=CC=C2
59-50-7	CAS-RN	DTXSID4021717	4-Chloro-3-methylphenol	CC1=C(Cl)C=CC(O)=C1	CC1=C(Cl)C=CC(O)=C1
59-53-0	CAS-RN	DTXSID90870390	N-Acetyl-3-sulfanylvaline	CC(=O)NC(C(O)=O)C(C)(C)S	CC(=O)NC(C(O)=O)C(C)(C)S
59-63-2	CAS-RN	DTXSID4023171	Isocarboxazid	CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1	CC1=CC(=NO1)C(=O)NNCC1=CC=CC=C1
59-67-6	CAS-RN	DTXSID1020932	Nicotinic acid	OC(=O)C1=CC=CN=C1	OC(=O)C1=CC=CN=C1
59-87-0	CAS-RN	DTXSID5020944	Nitrofurazone	NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O	NC(=O)N=NCC1=CC=C(O1)[N+]([O-])=O
59-89-2	CAS-RN	DTXSID4021056	N-Nitrosomorpholine	O=NN1CCOCC1	O=NN1CCOCC1
59-92-7	CAS-RN	DTXSID9023209	Levodopa	N[C@@H](CC1=CC=C(O)C(O)=C1)C(O)=O	NC(CC1=CC(O)=C(O)C=C1)C(O)=O
59-96-1	CAS-RN	DTXSID0023458	Phenoxybenzamine	CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1	CC(COC1=CC=CC=C1)N(CCCl)CC1=CC=CC=C1
59-97-2	CAS-RN	DTXSID9021718	Tolazoline hydrochloride	Cl.C(C1=NCCN1)C1=CC=CC=C1	C(C1=NCCN1)C1=CC=CC=C1
590-00-1	CAS-RN	DTXSID1034925	Potassium 2,4-hexadienoate	[K+].CC=CC=CC([O-])=O	CC=CC=CC(O)=O
590-01-2	CAS-RN	DTXSID5027223	Butyl propionate	CCCCOC(=O)CC	CCCCOC(=O)CC
590-12-5	CAS-RN	DTXSID001019898	(E)-1,2-dibromoethene	Br\C=C\Br	BrC=CBr
590-21-6	CAS-RN	DTXSID5020318	1-Chloropropene	CC=CCl	CC=CCl
590-28-3	CAS-RN	DTXSID2047692	Potassium cyanate	[K+].[O-]C#N	OC#N
590-63-6	CAS-RN	DTXSID2022676	Bethanechol chloride	[Cl-].CC(C[N+](C)(C)C)OC(N)=O	CC(C[N+](C)(C)C)OC(N)=O
590-86-3	CAS-RN	DTXSID1021619	3-Methylbutanal	CC(C)CC=O	CC(C)CC=O
590-88-5	NO_MATCH	-	-	-	-
59010-86-5	CAS-RN	DTXSID2041888	Diphenprofos	CCCSP(=O)(OCC)OC1=CC=C(SC2=CC=C(Cl)C=C2)C=C1	CCCSP(=O)(OCC)OC1=CC=C(SC2=CC=C(Cl)C=C2)C=C1
59017-64-0	CAS-RN	DTXSID5023166	Ioxaglic acid	CNC(=O)C1=C(I)C(N(C)C(C)=O)=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(=O)NCCO)=C(I)C(C(O)=O)=C2I)=C1I	CNC(=O)C1=C(I)C(N(C)C(C)=O)=C(I)C(C(=O)NCC(=O)NC2=C(I)C(C(=O)NCCO)=C(I)C(C(O)=O)=C2I)=C1I
5902-51-2	CAS-RN	DTXSID8024317	Terbacil	CC1=C(Cl)C(=O)N(C(=O)N1)C(C)(C)C	CC1=NC(=O)N(C(=O)C1Cl)C(C)(C)C
5902-52-3	CAS-RN	DTXSID80974492	O-(4-tert-Butyl-2-chlorophenyl) O-methyl phosphoramidothioate	COP(N)(=S)OC1=C(Cl)C=C(C=C1)C(C)(C)C	COP(N)(=S)OC1=C(Cl)C=C(C=C1)C(C)(C)C
5902-85-2	CAS-RN	DTXSID5058432	Monoethanolammonium 2-mercaptobenzothiazole	NCCO.S=C1NC2=C(S1)C=CC=C2	SC1=NC2=C(S1)C=CC=C2
59021-02-2	CAS-RN	DTXSID3069302	Pyrazinemethanethiol	SCC1=CN=CC=N1	SCC1=CN=CC=N1
59021-03-3	CAS-RN	DTXSID8069303	Pyrazine, [(methylthio)methyl]-	CSCC1=CN=CC=N1	CSCC1=CN=CC=N1
5903-13-9	CAS-RN	DTXSID1058139	MNAF	CN(C(=O)CF)C1=CC=CC2=CC=CC=C12	CN(C(=O)CF)C1=CC=CC2=CC=CC=C12
59035-98-2	NO_MATCH	-	-	-	-
591-08-2	CAS-RN	DTXSID4060446	1-Acetyl-2-thiourea	CC(=O)NC(N)=S	CC(=O)NC(N)=S
591-12-8	CAS-RN	DTXSID7047693	alpha-Angelica lactone	CC1=CCC(=O)O1	CC1=CCC(=O)O1
591-22-0	CAS-RN	DTXSID5052254	3,5-Dimethylpyridine	CC1=CC(C)=CN=C1	CC1=CC(C)=CN=C1
591-27-5	CAS-RN	DTXSID3024497	3-Aminophenol	NC1=CC(O)=CC=C1	NC1=CC(O)=CC=C1
591-50-4	CAS-RN	DTXSID8060452	Benzene, iodo-	IC1=CC=CC=C1	IC1=CC=CC=C1
591-60-6	CAS-RN	DTXSID3060453	Butanoic acid, 3-oxo-, butyl ester	CCCCOC(=O)CC(C)=O	CCCCOC(=O)CC(C)=O
591-78-6	CAS-RN	DTXSID0022068	2-Hexanone	CCCCC(C)=O	CCCCC(C)=O
591-80-0	CAS-RN	DTXSID0044448	4-Pentenoic acid	OC(=O)CCC=C	OC(=O)CCC=C
591-87-7	CAS-RN	DTXSID9024437	Allyl acetate	CC(=O)OCC=C	CC(=O)OCC=C
5910-85-0	CAS-RN	DTXSID9064057	2,4-Heptadienal	CCC=CC=CC=O	CCC=CC=CC=O
5910-89-4	CAS-RN	DTXSID4064058	Pyrazine, 2,3-dimethyl-	CC1=C(C)N=CC=N1	CC1=C(C)N=CC=N1
59118-21-7	CAS-RN	DTXSID40207859	Furo(3,4-e)-as-triazine, 5,7-dihydro-3-(m-nitrophenyl)-5,5,7,7-tetramethyl-, 4-oxide	CC1(C)OC(C)(C)C2=C1N=NC(C1=CC=C(C=C1)[N+]([O-])=O)=[N+]2[O-]	CC1(C)OC(C)(C)C2=C1N=NC(C1=CC=C(C=C1)[N+]([O-])=O)=[N+]2[O-]
59122-46-2	CAS-RN	DTXSID7020897	Misoprostol	CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC	CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC
59128-97-1	NO_MATCH	-	-	-	-
59130-69-7	CAS-RN	DTXSID20866741	Hexanoic acid, 2-ethyl-, hexadecyl ester	CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC	CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC
5914-66-9	CAS-RN	DTXSID10207881	Benzoic acid, 3,4,5-trimethoxy-, 4-(4-phenyl-1-piperazinyl)butyl ester, dihydrochloride	Cl.Cl.COC1=CC(=CC(OC)=C1OC)C(=O)OCCCCN1CCN(CC1)C1=CC=CC=C1	COc1cc(cc(OC)c1OC)C(=O)OCCCCN1CCN(CC1)c1ccccc1
5915-41-3	CAS-RN	DTXSID4027608	Terbutylazine	CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1	CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1
59182-63-7	CAS-RN	DTXSID40974615	N-(1-Cyclohexylpropan-2-yl)-3,3-diphenylpropan-1-amine--hydrogen chloride (1/1)	Cl.CC(CC1CCCCC1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1	CC(CC1CCCCC1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1
59198-70-8	CAS-RN	DTXSID1048598	Diflucortolone valerate	[H][C@@]12C[C@@H](C)[C@H](C(=O)COC(=O)CCCC)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C	CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
592-31-4	CAS-RN	DTXSID6020222	N-Butylurea	CCCCNC(N)=O	CCCCNC(N)=O
592-88-1	CAS-RN	DTXSID6060470	1-Propene, 3,3'-thiobis-	C=CCSCC=C	C=CCSCC=C
59204-74-9	CAS-RN	DTXSID90207945	Egomaketone	CC(C)=CCC(=O)C1=COC=C1	CC(C)=CCC(=O)C1=COC=C1
59214-90-3	CAS-RN	DTXSID90207960	3-Pyridinecarboxamide, N-(2-amino-5-(trifluoromethyl)phenyl)-, dihydrochloride	Cl.Cl.NC1=C(NC(=O)C2=CN=CC=C2)C=C(C=C1)C(F)(F)F	Nc1ccc(cc1NC(=O)c1cccnc1)C(F)(F)F
59214-92-5	CAS-RN	DTXSID50207961	3-Pyridinecarboxamide, N-(5-amino-2-(trifluoromethyl)phenyl)-, dihydrochloride	Cl.Cl.NC1=CC(NC(=O)C2=CN=CC=C2)=C(C=C1)C(F)(F)F	Nc1ccc(c(NC(=O)c2cccnc2)c1)C(F)(F)F
59227-74-6	CAS-RN	DTXSID80974654	1-[2,8-Bis(trifluoromethyl)quinolin-4-yl]-3-(tert-butylamino)propan-1-ol	CC(C)(C)NCCC(O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F	CC(C)(C)NCCC(O)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F
59227-89-3	CAS-RN	DTXSID0042086	Laurocapram	CCCCCCCCCCCCN1CCCCCC1=O	CCCCCCCCCCCCN1CCCCCC1=O
59230-57-8	CAS-RN	DTXSID0052259	4-Isopropylbenzyl acetate	CC(C)C1=CC=C(COC(C)=O)C=C1	CC(C)C1=CC=C(COC(C)=O)C=C1
5926-26-1	CAS-RN	DTXSID10207987	Silane, chloromethyl-trimethoxy-	CO[Si](CCl)(OC)OC	CO[Si](CCl)(OC)OC
59263-66-0	NO_MATCH	-	-	-	-
